	supersense_category	text
2908	noun.person	mutant
2909	verb.social	abolish
2910	noun.artifact	jail
2911	noun.act	fine
2912	verb.consumption	afford
2913	noun.act	lift
2915	noun.communication	drawback
2916	noun.cognition	methodology
2917	verb.social	takein
2920	verb.communication	affirm
2921	verb.social	commit
2922	noun.group	commission
2923	noun.cognition	metaphysic
2924	noun.artifact	lift
2925	noun.act	crime
2927	verb.communication	goon
2928	noun.artifact	detentioncamp
2929	noun.person	criminal
2930	noun.artifact	door
2931	noun.artifact	analyticalwing
2932	verb.stative	rise
2933	noun.artifact	receptor
2934	noun.act	compute
2935	noun.artifact	mechanism
2936	verb.change	restructure
2937	noun.person	precog
2939	noun.person	idiot
2940	verb.communication	babble
2941	verb.cognition	reassemble
2942	verb.communication	transcribe
2943	noun.communication	punchcard
2944	verb.contact	eject
2947	verb.body	babble
2948	verb.contact	imprison
2949	noun.body	position
2950	verb.communication	gibbering
2951	verb.communication	contemplate
2952	noun.communication	prophecy
2955	noun.feeling	shame
2957	verb.communication	gesticulate
2959	noun.person	Donna
2960	verb.change	absorb
2961	verb.motion	shrivel
2963	verb.possession	passon
2965	noun.artifact	card
2966	verb.body	frown
2969	noun.state	annoyance
2971	verb.contact	pop
2973	verb.communication	exclaim
2974	noun.time	span
2976	verb.possession	pass
2981	noun.act	theft
2982	noun.possession	income
2983	noun.act	evasion
2984	noun.act	extortion
2986	verb.social	cutdown
2987	noun.person	felony
2988	noun.person	culprit
2994	verb.cognition	carry
2996	verb.contact	riffle
2999	verb.change	return
3000	noun.person	quietlyAnderton
3001	noun.artifact	stockmarket
3004	noun.person	WallyPage
3006	noun.animal	monkey
3007	noun.act	judgment
3008	noun.person	asPage
3013	noun.motive	conscience
3014	verb.motion	slipup
3016	noun.person	bitterly
3018	noun.attribute	trust
3019	verb.communication	tempt
3021	verb.social	pickup
3023	verb.motion	pop
3024	noun.person	ArmyGHQ
3027	verb.stative	tighten
3030	noun.attribute	harshness
3031	noun.attribute	flush
3034	verb.communication	accuse
3035	noun.person	murderer
3036	noun.communication	codepunch
3037	noun.person	PrecrimeCommissionerJohnA.Anderton
3038	noun.person	page
3040	noun.person	Lisa
3044	noun.artifact	police
3046	noun.person	executiveofficer
3050	verb.perception	notice
3053	noun.person	accomplice
3056	noun.group	conspiracy
3057	noun.event	alteration
3058	verb.contact	tearopen
3059	verb.communication	incriminate
3060	noun.group	army
3061	verb.cognition	checkover
3063	noun.attribute	discrepancy
3064	verb.possession	appropriate
3066	noun.artifact	copy
3067	noun.location	page
3068	noun.act	round-up
3069	verb.stative	elapse
3070	verb.motion	pullup
3073	noun.person	EdWitwer
3074	noun.act	scrutiny
3075	noun.person	coworker
3076	noun.person	warily
3083	verb.stative	stayat
3084	noun.communication	wait
3086	verb.emotion	startled
3088	verb.motion	backoff
3090	noun.time	balance
3091	noun.act	excuse
3092	verb.motion	trail
3097	verb.creation	thinkof
3098	verb.contact	detain
3101	verb.contact	catchhold
3103	verb.social	block
3104	verb.body	act
3105	verb.communication	ignore
3107	verb.social	frame
3109	verb.competition	get
3111	noun.artifact	moccasin
3113	noun.feeling	dismay
3114	noun.feeling	disbelief
3115	noun.person	darling
3119	noun.state	trauma
3121	verb.cognition	plot
3124	verb.cognition	examine
3125	verb.change	drainout
3128	noun.motive	pretext
3129	verb.social	resign
3132	verb.possession	absorb
3134	verb.perception	fall
3135	noun.feeling	hostility
3136	noun.feeling	resentment
3138	verb.competition	pasture
3143	noun.act	headstart
3144	verb.motion	goback
3148	verb.contact	jab
3155	verb.social	plot
3158	noun.person	LEOPOLDKAPLAN
3159	verb.possession	pocket
3161	verb.motion	pack
3163	noun.state	conspiracy
3165	noun.state	picture
3168	verb.motion	getoff
3169	noun.location	frontier
3170	noun.artifact	sportjacket
3172	noun.person	main
3173	noun.artifact	overcoat
3174	noun.act	response
3177	noun.person	policeofficer
3178	verb.motion	hustle
3179	noun.artifact	limousine
3180	verb.motion	closein
3182	verb.motion	jog
3183	noun.communication	motion
3185	verb.motion	turnoff
3186	verb.change	blinkon
3189	noun.person	mainin
3192	noun.artifact	residence
3193	verb.contact	setout
3195	verb.contact	slip
3196	verb.contact	moisten
3197	noun.body	attitude
3198	noun.attribute	sheen
3202	verb.contact	pack
3203	verb.contact	packing
3206	noun.person	LeopoldKaplan
3208	verb.communication	counter
3209	noun.person	CommissionerofPolice
3210	verb.social	sendup
3212	noun.person	Kaplan
3213	noun.feeling	impatience
3214	verb.cognition	surprise
3217	noun.group	WestblocAlliance
3218	noun.act	abolishment
3219	noun.location	afwa
3222	verb.social	process
3223	noun.substance	duplicate
3224	verb.body	relax
3229	noun.state	stature
3231	noun.cognition	strategy
3232	verb.social	permit
3237	noun.communication	prediction
3239	verb.creation	fabricate
3240	noun.group	clique
3241	noun.group	policeagency
3242	verb.social	net
3243	noun.cognition	authority
3245	verb.social	step
3249	noun.person	horrified
3252	verb.consumption	interested
3254	verb.communication	assert
3256	verb.possession	getholdof
3261	verb.stative	waver
3263	noun.cognition	frame
3264	verb.communication	sorry
3265	noun.act	act
3266	noun.person	commissioner
3271	verb.contact	clickon
3273	verb.perception	blare
3274	noun.communication	announcement
3275	verb.contact	shelter
3279	noun.time	moderntime
3280	noun.communication	legalstatute
3281	verb.social	implicate
3282	verb.social	apprehend
3283	noun.person	JohnAllisonAnderton
3284	noun.group	PrecrimeAgency
3285	noun.group	FederalWestblocGovernment
3286	verb.contact	locate
3287	verb.social	neutralize
3288	noun.person	Commissioner
3292	verb.possession	forfeit
3293	noun.state	right
3294	noun.attribute	privilege
3299	verb.communication	speculate
3301	noun.cognition	intention
3303	noun.communication	respect
3304	verb.communication	concur
3305	noun.person	CommissionerWitwer
3306	verb.communication	neutralize
3307	verb.weather	beat
3309	noun.artifact	policebuilding
3311	verb.social	act
3317	noun.person	pedestrian
3318	verb.communication	checkoff
3320	noun.person	briefly
3330	noun.cognition	plot
3336	verb.change	breakdown
3339	noun.group	system
3341	noun.cognition	plotstuff
3344	noun.state	insecurity
3345	noun.event	squeal
3346	verb.creation	rouse
3347	verb.contact	tug
3348	noun.artifact	brake
3349	verb.contact	gun
3350	noun.location	under
3352	verb.contact	liftup
3353	noun.person	pay
3354	verb.body	gasp
3355	noun.event	crackle
3356	noun.phenomenon	fire
3357	verb.perception	echo
3359	noun.shape	swirl
3360	noun.artifact	rent
3361	noun.artifact	seatcushion
3362	noun.artifact	siren
3363	verb.communication	wail
3365	verb.perception	beat
3367	verb.contact	pluck
3368	verb.perception	throb
3369	verb.social	orient
3373	verb.body	twist
3374	noun.person	Fleming
3375	verb.motion	gethere
3378	noun.communication	chuckle
3380	noun.artifact	frameup
3381	noun.person	sharply
3383	noun.body	fronttooth
3384	noun.attribute	hostility
3387	verb.communication	kid
3388	verb.change	workout
3391	verb.change	wrapup
3396	verb.motion	takeoff
3397	noun.location	slum
3398	noun.artifact	intersystem
3399	verb.social	keeplow
3403	verb.contact	letgo
3404	noun.artifact	policecar
3405	noun.substance	pavement
3407	noun.location	wreck
3409	verb.perception	stir
3410	verb.cognition	consider
3412	noun.group	policeforce
3413	verb.perception	watch
3415	noun.time	keel
3416	verb.motion	stumble
3418	verb.contact	knockaway
3419	verb.motion	getgo
3421	verb.possession	discard
3424	noun.communication	identificationcard
3425	noun.person	ErnestTemple
3426	noun.person	electrician
3427	noun.possession	subsistence
3428	noun.location	Buffalo
3429	noun.quantity	dollar
3433	noun.attribute	measurement
3434	noun.state	fingerprint
3435	noun.cognition	brain-wavepattern
3436	verb.cognition	standcomparison
3437	noun.artifact	walletful
3439	noun.artifact	idcard
3443	verb.cognition	turnto
3444	verb.cognition	perplex
3445	noun.attribute	majority
3446	verb.communication	imply
3453	verb.contact	pulldown
3454	noun.artifact	bed
3455	noun.artifact	dresser
3456	noun.artifact	calendar
3458	noun.artifact	mainstation
3462	noun.state	trust
3463	verb.social	place
3465	verb.competition	evade
3466	noun.act	detection
3467	noun.act	re
3468	noun.time	tenure
3469	noun.state	confinement
3470	verb.change	spare
3472	noun.act	creation
3473	noun.cognition	Precrimesystem
3474	noun.cognition	detection
3476	noun.artifact	precog
3477	verb.cognition	preview
3480	noun.artifact	washbowl
3481	verb.contact	bathe
3482	noun.artifact	drugstore
3483	noun.artifact	Band-aids
3484	noun.artifact	comb
3485	noun.artifact	toothbrush
3486	noun.artifact	clothingstore
3490	noun.cognition	precog
3491	noun.location	genesis
3494	verb.cognition	arrive
3495	verb.consumption	utilize
3496	noun.communication	majorityreport
3497	noun.attribute	probability
3498	noun.communication	agreement
3501	noun.communication	result
3503	noun.cognition	solution
3506	noun.event	blare
3507	noun.state	unanimity
3511	verb.communication	explain
3512	noun.communication	minorityreport
3513	noun.event	variation
3515	noun.communication	future
3516	verb.possession	possess
3517	verb.change	alter
3519	noun.person	frantically
3521	noun.group	precog
3523	verb.stative	underlie
3524	noun.communication	precog
3527	noun.artifact	monkeyblock
3530	noun.communication	minority
3531	verb.emotion	swarm
3532	noun.artifact	phonebooth
3535	noun.communication	vid
3536	verb.cognition	recognize
3537	noun.person	receptionist
3541	verb.body	putin
3542	noun.communication	satellite
3545	verb.perception	glancearound
3546	verb.perception	pay
3547	noun.person	shopper
3548	noun.artifact	merchandise
3549	verb.social	goabout
3550	noun.act	routine
3551	verb.contact	tieup
3552	verb.perception	picture
3554	noun.attribute	uncertainty
3555	verb.motion	call
3556	verb.cognition	ignore
3561	noun.act	turnover
3563	verb.cognition	wait
3565	noun.event	slam
3567	noun.location	CentralPark
3570	noun.artifact	line-tap
3573	verb.motion	dropby
3574	noun.cognition	compute
3576	noun.communication	pause
3580	verb.communication	struggle
3582	noun.artifact	intercom
3586	noun.location	EntranceB
3590	verb.motion	pushthrough
3591	verb.contact	cram
3592	noun.artifact	cafeteria
3594	noun.act	wait
3598	verb.motion	prowl
3602	noun.food	hay
3605	noun.artifact	controlbank
3606	noun.group	minority
3609	verb.body	hunch
3610	verb.stative	bury
3611	noun.artifact	relay
3614	noun.person	jerry
3615	noun.person	tester
3616	noun.state	corrosion
3617	verb.contact	place
3618	noun.artifact	trainingschool
3619	verb.creation	cultivate
3621	noun.feeling	idiocy
3622	verb.motion	squat
3624	verb.creation	disassemble
3625	noun.artifact	shield
3626	noun.artifact	reel
3629	verb.change	branchoff
3630	verb.contact	liftout
3633	noun.communication	sectionoftape
3634	verb.stative	refer
3636	verb.possession	mount
3637	verb.stative	hold
3638	noun.artifact	tap
3641	verb.cognition	misphase
3642	noun.cognition	precognition
3645	verb.cognition	integrate
3646	noun.communication	assertion
3648	noun.communication	datum
3650	verb.communication	supersede
3653	noun.communication	preview
3654	verb.change	cancelout
3655	noun.substance	prophylaxis
3657	verb.contact	outvote
3658	noun.person	tremble
3660	verb.contact	rewind
3661	noun.artifact	head
3665	noun.feeling	stupidity
3666	verb.cognition	amazed
3669	verb.social	keep
3672	verb.social	backdown
3674	noun.attribute	innocence
3676	noun.person	his
3678	verb.possession	display
3679	verb.change	distort
3683	verb.communication	want
3685	noun.group	page
3687	noun.communication	influence
3690	noun.communication	reproach
3691	verb.body	choke
3696	verb.motion	hurry
3698	noun.artifact	supplycorridor
3701	noun.artifact	cruiser
3706	noun.artifact	reliefmap
3707	noun.artifact	plant
3710	verb.change	supersede
3711	noun.artifact	camp
3714	verb.body	react
3719	verb.change	concentrate
3720	verb.social	tackle
3721	verb.change	demolish
3722	noun.location	Kaplan
3724	noun.artifact	cigarettecase
3725	verb.motion	gounderground
3727	noun.attribute	disguise
3728	verb.consumption	smoke
3731	noun.person	general
3735	verb.social	head
3737	noun.person	highofficer
3738	noun.group	international
3739	noun.group	side
3740	noun.artifact	production
3742	noun.communication	coverage
3743	verb.possession	cost
3746	verb.communication	falsify
3753	noun.cognition	goodfaith
3756	verb.stative	sit
3757	verb.contact	foldup
3761	verb.emotion	motivate
3762	verb.cognition	believein
3768	verb.communication	retort
3769	noun.person	original
3772	verb.possession	gethold
3773	verb.communication	discredit
3774	noun.act	error
3777	verb.creation	thinkingof
3780	noun.attribute	safety
3783	verb.social	imprison
3786	noun.act	fire
3787	noun.artifact	release
3790	verb.motion	turnthe
3792	noun.feeling	selfish
3795	noun.communication	defence
3796	noun.act	behaviour
3797	verb.communication	subscribe
3800	noun.artifact	glovecompartment
3802	noun.attribute	slant
3805	noun.state	footing
3806	verb.communication	happe
3808	verb.motion	lurch
3809	verb.contact	lashout
3813	verb.communication	grunt
3818	verb.communication	factorin
3820	verb.cognition	debate
3822	verb.motion	creepinto
3823	noun.artifact	storagecompartment
3825	noun.artifact	reeloftape
3827	noun.body	puddle
3833	verb.motion	gout
3834	noun.act	flub
3835	verb.social	takeoff
3837	verb.change	warmup
3839	verb.social	separate
3843	verb.social	getaway
3845	noun.group	policepatrol
3846	verb.social	check
3849	verb.possession	tipoff
3851	noun.communication	disguise
3852	verb.communication	broadcast
3856	verb.motion	toss
3858	noun.body	temple
3862	verb.contact	squeeze
3863	noun.artifact	bulletwound
3868	verb.motion	Staggered
3870	verb.contact	sag
3871	verb.cognition	try
3872	verb.contact	collect
3874	verb.body	struggle
3876	verb.motion	huddleover
3877	verb.motion	creepback
3879	noun.group	Armyordnanceissue
3882	noun.person	TodFleming
3883	noun.person	ArmyMajor
3884	noun.person	GeneralLeopoldKaplan
3886	noun.person	InternationalVeteran
3887	noun.group	league
3890	noun.artifact	breadtruck
3891	verb.social	rig
3896	verb.social	makesure
3899	verb.social	arrest
3904	noun.artifact	communicationcircuit
3905	noun.artifact	dashboard
3906	noun.artifact	get
3908	verb.contact	dial
3909	noun.artifact	policeheadquarter
3910	verb.perception	flashby
3914	verb.body	blanch
3918	verb.motion	getback
3920	verb.competition	giveyourselfup
3921	verb.communication	speak
3924	verb.change	make
3925	noun.communication	page
3926	noun.person	army
3928	noun.person	image
3931	verb.possession	transcribe
3932	noun.artifact	duplicate
3939	noun.artifact	escortship
3940	verb.motion	speedoff
3946	verb.competition	clampdown
3949	verb.social	let
3953	verb.communication	callback
3956	noun.artifact	barrack
3957	noun.group	r-3
3958	verb.stative	block
3959	noun.act	civilwar
3961	noun.state	bruise
3965	noun.location	face
3967	verb.cognition	stop
3968	verb.cognition	pretend
3970	verb.communication	plot
3973	verb.social	turn
3977	noun.quantity	head
3978	noun.act	tail
3980	noun.group	theArmy
3981	verb.cognition	discredit
3983	verb.social	risk
3985	verb.competition	loseout
3988	noun.location	Westbloc
3989	verb.creation	demilitarise
3990	noun.person	officer
3994	verb.emotion	sympathize
3995	verb.social	divideup
3996	noun.group	authority
3999	verb.motion	comearound
4005	verb.perception	publicize
4006	verb.communication	retract
4009	noun.state	statusquo
4014	noun.person	Mike
4015	verb.social	choose
4016	verb.possession	layout
4018	noun.artifact	transportmechanism
4021	noun.location	path
4023	verb.contact	kidnap
4025	verb.motion	drivehome
4028	noun.group	organizationGHQ
4029	noun.group	InternationalVeteransLeague
4031	noun.communication	ultimatum
4032	verb.social	disband
4034	noun.act	hostility
4037	noun.person	PoliceCommissioner
4039	noun.possession	support
4040	noun.state	civil
4042	verb.communication	ratify
4043	noun.event	dismemberment
4045	verb.communication	decree
4046	verb.contact	take
4047	noun.group	corps
4051	noun.group	sleague
4053	verb.change	patchup
4054	noun.act	coup
4055	verb.communication	rewind
4056	verb.creation	preview
4058	verb.creation	present
4063	noun.location	begin
4064	verb.communication	jibe
4066	verb.contact	putaway
4070	verb.motion	move
4072	noun.person	rifle
4073	noun.person	soldier
4074	noun.artifact	pennant
4075	noun.person	afwa
4076	noun.group	rally
4090	noun.act	glint
4093	verb.cognition	supersede
4095	noun.communication	statute
4096	noun.act	lifeimprisonment
4097	verb.change	commute
4100	noun.act	evil
4104	verb.cognition	change
4107	verb.social	murder
4115	verb.contact	put
4118	noun.artifact	armament
4120	noun.artifact	speakersstand
4121	noun.communication	banner
4122	noun.communication	emblem
4123	noun.group	combinepower
4124	noun.act	corrosion
4125	noun.group	AFWAVeteransLeague
4129	noun.artifact	distinction
4130	verb.contact	occupy
4131	noun.artifact	row
4132	noun.group	afwa
4133	noun.group	command
4134	noun.artifact	banner
4135	verb.motion	swirl
4137	noun.person	dignitary
4138	noun.group	veteransLeague
4139	noun.group	policeunit
4142	verb.consumption	maintain
4143	noun.communication	boom
4144	verb.stative	pack
4146	noun.location	mod
4147	verb.cognition	sense
4151	noun.person	GeneralKaplan
4152	noun.artifact	pocketwatch
4153	noun.artifact	cane
4155	noun.attribute	mothball
4157	noun.artifact	medal
4158	noun.artifact	short
4159	noun.artifact	sword
4160	noun.person	noticeAnderton
4162	verb.motion	breakaway
4165	noun.event	surprise
4167	verb.body	holdout
4175	noun.feeling	humour
4177	verb.social	bring
4183	verb.communication	acquaint
4188	noun.communication	case
4189	verb.communication	symbolize
4190	noun.person	stiffly
4193	noun.person	coldly
4194	noun.attribute	vehemence
4196	verb.contact	stand
4197	verb.communication	expose
4204	verb.motion	mount
4205	noun.artifact	podium
4208	noun.communication	exposure
4209	noun.act	repercussion
4211	verb.cognition	reconsider
4212	noun.attribute	validity
4216	verb.contact	arrange
4218	verb.communication	begin
4219	verb.stative	focus
4222	verb.change	cancel
4223	noun.person	CommissionerAnderton
4224	verb.social	give
4225	verb.competition	up
4229	noun.communication	allegation
4230	noun.communication	patent
4232	noun.attribute	distortion
4233	noun.cognition	penalsystem
4234	noun.communication	premise
4235	noun.person	fascinated
4246	noun.act	felony
4251	verb.change	render
4252	noun.group	policeprecog
4253	verb.cognition	invalidate
4258	noun.communication	summary
4262	verb.contact	layaside
4263	verb.change	obtain
4273	verb.body	whipout
4274	verb.body	stammer
4275	verb.motion	breakoff
4276	noun.location	stand
4279	verb.contact	tangleup
4281	verb.motion	flutter
4282	verb.contact	flail
4287	verb.contact	breakloose
4288	verb.motion	twitch
4289	verb.body	sickened
4292	verb.communication	guarantee
4294	noun.quantity	mass
4296	noun.location	periphery
4299	verb.creation	compose
4302	noun.state	misery
4304	verb.communication	refer
4308	noun.person	JohnAnderton
4310	noun.possession	possession
4312	verb.possession	accumulate
4314	noun.artifact	crate
4315	noun.artifact	truck
4316	noun.location	Centaurusx
4318	verb.motion	makeitback
4322	verb.communication	checkon
4323	noun.artifact	atronic
4324	noun.artifact	appliance
4325	noun.person	centten
4328	noun.communication	regret
4329	noun.feeling	regret
4333	verb.motion	driveup
4334	noun.artifact	patrolcar
4338	noun.communication	breakdown
4341	noun.act	retraction
4343	verb.cognition	can
4350	verb.contact	getout
4352	noun.body	light
4353	verb.contact	ignite
4355	verb.perception	overlook
4359	verb.communication	wadeinto
4360	noun.feeling	satisfaction
4367	verb.social	phase
4369	verb.cognition	factor
4370	noun.person	ntKaplan
4375	verb.cognition	face
4378	noun.communication	report
4380	verb.cognition	recreate
4381	noun.communication	position
4383	verb.communication	invalidate
4388	verb.communication	conclude
4394	noun.time	timepath
4400	verb.social	invalidate
4401	verb.communication	sum
4402	noun.person	anxiously
4404	verb.motion	trot
4405	verb.social	overhaul
4409	verb.cognition	derive
4410	noun.state	comfort
4413	verb.body	twitch
4414	noun.person	youngWitwer
